Item Set	Item TID	Probability												
1	442	100												
100	442	95												
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
142	1104	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
143	1104	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
54	1105	100						
144	1105	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
145	1105	95						
	215	1						
	217	1						
	219	1						
	221	1						
	223	1						
146	1105	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
55	1106	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
147	1106	95						
	215	1						
	217	1						
	219	1						
	221	1						
	223	1						
148	1106	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
149	1106	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
150	1106	95						
	1786	1						
	1789	1						
	1792	1						
	1795	1						
	1798	1						
56	1107	95						
	196	1						
	216	1						
	218	1						
	220	1						
	222	1						
151	1107	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
152	1107	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
153	1107	95						
	1786	1						
	1789	1						
	1792	1						
	1795	1						
	1798	1						
154	1107	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
57	1108	100						
161	1108	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
58	1109	100						
162	1109	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
59	1110	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
155	1110	95						
	1786	1						
	1789	1						
	1792	1						
	1795	1						
	1798	1						
60	1101	100						
61	1111	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
156	1111	95						
	215	1						
	217	1						
	219	1						
	221	1						
	223	1						
157	1111	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
158	1111	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
62	1102	100						
63	1113	95						
	214	1						
	224	1						
	226	1						
	228	1						
	230	1						
159	1113	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
64	1168	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
160	1168	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
65	2136	100						
66	2137	100						
67	2138	100						
68	2140	100						
69	2141	100						
70	2142	100						
71	2143	100						
72	2144	100						
161	2636	100						
162	2636	95						
	196	1						
	216	1						
	218	1						
	220	1						
	222	1						
186	2636	95						
	215	1						
	217	1						
	219	1						
	221	1						
	223	1						
187	2636	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
163	2991	100						
164	2679	100						
165	2637	95						
	196	1						
	216	1						
	218	1						
	220	1						
	222	1						
166	2637	95						
	215	1						
	217	1						
	219	1						
	221	1						
	223	1						
167	2637	95						
	197	1						
	225	1						
	227	1						
	229	1						
	231	1						
168	2638	100						
169	2638	95						
	196	1						
	216	1						
	218	1						
	220	1						
	222	1						
170	2638	95						
	215	1
	217	1
	219	1
	221	1
	223	1
171	2638	95
	197	1
	225	1
	227	1
	229	1
	231	1
172	2992	100
173	2680	100
174	2639	95
	196	1
	216	1
	218	1
	220	1
	222	1
175	2639	95
	214	1
	224	1
	226	1
	228	1
	230	1
176	2639	95
	197	1
	225	1
	227	1
	229	1
	231	1
177	2993	100
178	2640	95
	214	1
	224	1
	226	1
	228	1
	230	1
179	2640	95
	215	1
	217	1
	219	1
	221	1
	223	1
180	2640	95
	197	1
	225	1
	227	1
	229	1
	231	1
181	2681	100
182	2641	95
	196	1
	216	1
	218	1
	220	1
	222	1
183	2641	95
	214	1
	224	1
	226	1
	228	1
	230	1
184	2677	100
185	2682	100
188	2678	100
189	2642	95
	196	1
	216	1
	218	1
	220	1
	222	1
190	2642	95
	215	1
	217	1
	219	1
	221	1
	223	1
191	2642	95
	197	1
	225	1
	227	1
	229	1
	231	1
192	2994	100
193	2683	100
194	998	95
	197	1
	225	1
	227	1
	229	1
	231	1
195	998	95
	1801	1
	1804	1
	1807	1
	1810	1
	1813	1
196	1103	95
	197	1
	225	1
	227	1
	229	1
	231	1
197	998	95
	1786	1
	1789	1
	1792	1
	1795	1
	1798	1
198	985	95
	1786	1
	1789	1
	1792	1
	1795	1
	1798	1
199	449	95
	1801	1
	1804	1
	1807	1
	1810	1
	1813	1
200	449	95
	1786	1
	1789	1
	1792	1
	1795	1
	1798	1
201	2638	95						
	1786	1						
	1789	1						
	1792	1						
	1795	1						
	1798	1						
202	988	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
242	3329	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
203	2642	95						
	1801	1						
	1804	1						
	1807	1						
	1810	1						
	1813	1						
204	2639	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
205	1168	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
206	450	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
207	3329	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
208	3332	95
	1802	1
	1805	1
	1808	1
	1811	1
	1814	1
209	3333	100
210	3334	100
211	3330	95
	1787	1
	1790	1
	1793	1
	1796	1
	1799	1
212	3331	100
213	2642	95
	1802	1
	1805	1
	1808	1
	1811	1
	1814	1
214	2642	95
	1803	1
	1806	1
	1809	1
	1812	1
	1815	1
215	3329	95
	1803	1
	1806	1
	1809	1
	1812	1
	1815	1						
216	992	95						
	1802	1						
	1805	1						
	1808	1						
	1811	1						
	1814	1						
217	449	95						
	1803	1						
	1806	1						
	1809	1						
	1812	1						
	1815	1						
218	1110	100						
219	1113	95						
	1803	1						
	1806	1						
	1809	1						
	1812	1						
	1815	1						
220	2636	95						
	1803	1						
	1806	1						
	1809	1						
	1812	1						
	1815	1						
221	985	95						
	1787	1						
	1790	1						
	1793	1						
	1796	1						
	1799	1						
222	1103	95
	1803	1
	1806	1
	1809	1
	1812	1
	1815	1
223	2639	95
	1803	1
	1806	1
	1809	1
	1812	1
	1815	1
224	2640	95
	1787	1
	1790	1
	1793	1
	1796	1
	1799	1
225	2641	95
	1787	1
	1790	1
	1793	1
	1796	1
	1799	1
226	998	95
	1787	1
	1790	1
	1793	1
	1796	1
	1799	1
227	442	95
	1803	1
	1806	1
	1809	1
	1812	1
	1815	1
228	84	100
229	90	100
230	96	100
231	100	100
232	101	100
233	102	100
234	103	100
235	104	100
236	105	100
237	106	100
238	107	100
239	108	100
240	109	100
241	110	100
